domain	admin_area_id	admin_area
patch.com/california/encino	16606	California
patch.com/california/cerritos	16606	California
smdailyjournal.com	16606	California
sanbenito.com	16606	California
hmbreview.com	16606	California
lassennews.com	16606	California
knbr.com	16606	California
encinitasadvocate.com	16606	California
westsideconnect.com	16606	California
datebook.sfchronicle.com	16606	California
keyt.com	16606	California
citrusheightssentinel.com	16606	California
turfshowtimes.com	16606	California
spectrumlocalnews.com/ca/la-east	16606	California
goldenstateofmind.com	16606	California
digmb.com	16606	California
martinezgazette.com	16606	California
patch.com/california/eaglerock	16606	California
paloaltoonline.com	16606	California
sf.eater.com	16606	California
kget.com	16606	California
colton.citynewsgroup.com	16606	California
independentvoice.com	16606	California
patch.com/california/ranchosantamargarita	16606	California
patch.com/california/fountainvalley	16606	California
patch.com/california/redondobeach	16606	California
santacruz.com	16606	California
goldcountrymedia.com/live-content/the-loomis-news	16606	California
patch.com/california/santamonica	16606	California
pasoroblesdailynews.com	16606	California
vvdailypress.com/lucerne-valley-leader	16606	California
patch.com/california/petaluma	16606	California
ourvalleyvoice.com	16606	California
arcadiaweekly.com	16606	California
southtahoenow.com	16606	California
crescentavalleyweekly.com	16606	California
dailydemocrat.com	16606	California
patch.com/california/fairoaks-carmichael	16606	California
lonzowire.usatoday.com	16606	California
nbcpalmsprings.com	16606	California
plumasnews.com	16606	California
patch.com/california/berkeley	16606	California
patch.com/california/culvercity	16606	California
ocregister.com/location/california/orange-county/irvine	16606	California
kiem-tv.com	16606	California
pacificsun.com	16606	California
mercedsunstar.com/news/local/community/chowchilla	16606	California
ramblinfan.com	16606	California
river1037.com	16606	California
vt-world.com	21517	Vermont
tulsaworld.com/communities/owasso	26557	Oklahoma
manchesterjournal.com	21517	Vermont
newcastlepacer.com	26557	Oklahoma
miltonindependent.com	21517	Vermont
okcthunderwire.usatoday.com	26557	Oklahoma
theantlersamerican.com	26557	Oklahoma
cheyennestar.online	26557	Oklahoma
cheyennestar.org	26557	Oklahoma
mountaintimes.info	21517	Vermont
vtcng.com/news_and_citizen	21517	Vermont
enidbuzz.com	26557	Oklahoma
wgnsradio.com	12445	Tennessee
wcmt.com	12445	Tennessee
erwinrecord.net	12445	Tennessee
wvlt.tv	12445	Tennessee
herald-citizen.com	12445	Tennessee
claremoreprogress.com	26557	Oklahoma
comancheok.net	26557	Oklahoma
vtcng.com/waterbury_record	21517	Vermont
thewynnewoodgazette.com	26557	Oklahoma
okemahnewsleader.com	26557	Oklahoma
mynbc5.com	21517	Vermont
centraloklahomaweeklies.com	26557	Oklahoma
newportvermontdailyexpress.com	21517	Vermont
sulphurtimes.com	26557	Oklahoma
marlowreview.com	26557	Oklahoma
marshallcountynow.com	26557	Oklahoma
chickashanews.com	26557	Oklahoma
reformer.com	21517	Vermont
kool94.com	26557	Oklahoma
ourherald.com	21517	Vermont
stateimpact.npr.org/oklahoma	26557	Oklahoma
nativetimes.com	26557	Oklahoma
caledonianrecord.com	21517	Vermont
okcheartandsoul.com	26557	Oklahoma
stwnewspress.com	26557	Oklahoma
vermontbiz.com	21517	Vermont
piedmontnewsonline.com	26557	Oklahoma
thewatongarepublican.com	26557	Oklahoma
mbeta.news9.com	26557	Oklahoma
fox23.com	26557	Oklahoma
jonews.com	21517	Vermont
paulsvalleydailydemocrat.com	26557	Oklahoma
centraloklahomaweeklies.com/the-tuttle-times	26557	Oklahoma
gcns.flywheelsites.com	26557	Oklahoma
mcintoshdemocrat.com	26557	Oklahoma
valleyreporter.com	21517	Vermont
patch.com/oklahoma/oklahoma-city	26557	Oklahoma
kecofm.com	26557	Oklahoma
altustimes.com	26557	Oklahoma
kykc.net/Home.aspx	26557	Oklahoma
oklahomawatch.org	26557	Oklahoma
coalgaterecordregister.com	26557	Oklahoma
blackwelljournaltribune.net	26557	Oklahoma
vtcng.com/otherpapersbvt	21517	Vermont
henryettafree-lance.com	26557	Oklahoma
vtcng.com/shelburnenews	21517	Vermont
newkirkherald.com	26557	Oklahoma
khits.com	26557	Oklahoma
1073popcrush.com	26557	Oklahoma
greensboro101.com	10187	North Carolina
	10187	North Carolina
qcnerve.com	10187	North Carolina
charlotteledger.substack.com	10187	North Carolina
wrgc.com	10187	North Carolina
rrspin.com	10187	North Carolina
wbt.radio.com	10187	North Carolina
wakeweekly.com	10187	North Carolina
wect.com	10187	North Carolina
charlotteobserver.com	10187	North Carolina
tulsaworld.com/communities/skiatook	26557	Oklahoma
sapulpatimes.com	26557	Oklahoma
duncanbanner.com	26557	Oklahoma
tonkawanews.com	26557	Oklahoma
mcalesternews.com	26557	Oklahoma
tulsaworld.com/communities/wagoner	26557	Oklahoma
smokymountainnews.com	10187	North Carolina
bloggersodear.com	10187	North Carolina
montgomeryherald.com	10187	North Carolina
morganton.com	10187	North Carolina
wbtv.com	10187	North Carolina
theonefeather.com	10187	North Carolina
yourokmulgee.com	26557	Oklahoma
publicradiotulsa.org	26557	Oklahoma
hughescountytribune.com	26557	Oklahoma
madillrecord.net	26557	Oklahoma
muskogeenow.com	26557	Oklahoma
okcfox.com	26557	Oklahoma
observernewsonline.com	10187	North Carolina
stateportpilot.com	10187	North Carolina
hpenews.com/live-content/atnonline	10187	North Carolina
kernersvillenews.com	10187	North Carolina
backingthepack.com	10187	North Carolina
jdnews.com	10187	North Carolina
greensboro.com	10187	North Carolina
1041wncc.com	10187	North Carolina
bensonfouroaksnews.com	10187	North Carolina
pharmaceutical-journal.com	10187	North Carolina
carolinapublicpress.org	10187	North Carolina
bristownews.com	26557	Oklahoma
thegearystar.com	26557	Oklahoma
lawton-constitution.com	26557	Oklahoma
	26557	Oklahoma
countycourier.net	21517	Vermont
thereportervt.wordpress.com	21517	Vermont
hugonews.com	26557	Oklahoma
benningtonbanner.com	21517	Vermont
allennewspaper.com	26557	Oklahoma
guthrienewsleader.net	26557	Oklahoma
newstalk1350.com	26557	Oklahoma
ardmoreite.com	26557	Oklahoma
stillwaterliving.com	26557	Oklahoma
cordellbeacon.com	26557	Oklahoma
eufaulaindianjournal.com	26557	Oklahoma
vtcng.com/thecitizenvt	21517	Vermont
burlingtonfreepress.com	21517	Vermont
thefranchiseok.com	26557	Oklahoma
okgazette.com	26557	Oklahoma
willistonobserver.com	21517	Vermont
poncapost.com	26557	Oklahoma
kosu.org	26557	Oklahoma
rutlandherald.com	21517	Vermont
cwokc.com	26557	Oklahoma
kwey.com	26557	Oklahoma
canton-times.com	26557	Oklahoma
klaw.com	26557	Oklahoma
lcnok.com	26557	Oklahoma
grandlakenews.com	26557	Oklahoma
wdnonline.com	26557	Oklahoma
woodwardnews.net	26557	Oklahoma
cowboysrideforfree.com	26557	Oklahoma
hennesseyclipper.com	26557	Oklahoma
purcellregister.com	26557	Oklahoma
timesargus.com	21517	Vermont
samessenger.com	21517	Vermont
theyukonreview.com/mustang-news	26557	Oklahoma
sayrerecord.com	26557	Oklahoma
vtsports.com	21517	Vermont
bartonchronicle.com	21517	Vermont
kccu.org	26557	Oklahoma
wcax.com	21517	Vermont
kswo.com	26557	Oklahoma
sports360az.com	27523	Arizona
patch.com/michigan/farmington-mi	34363	Michigan
topnewsgazette.com	27523	Arizona
sancarlosapache.com	27523	Arizona
tucsonlocalmedia.com/explorernews	27523	Arizona
marion-press.com	34363	Michigan
wiosradio.com	34363	Michigan
nhonews.com	27523	Arizona
cruisin929.com	34363	Michigan
patch.com/michigan/fenton	34363	Michigan
hometownlife.com/news/hometown-novi	34363	Michigan
yourdailyglobe.com	34363	Michigan
arcadianews.com	27523	Arizona
detroit.cbslocal.com	34363	Michigan
bizjournals.com/phoenix	27523	Arizona
copperarea.com/pages/category/publications/san-manuel-miner	27523	Arizona
iosconews.com/oscoda_press	34363	Michigan
redrocknews.com	27523	Arizona
eastvalleytribune.com/local/chandler	27523	Arizona
quadcitiesbusinessnews.com	27523	Arizona
tribunenewsnow.com	27523	Arizona
kz95.live	4804	Wyoming
svinews.com	4804	Wyoming
mylocalradio.comevanston	4804	Wyoming
wyo4news.com	4804	Wyoming
jhnewsandguide.com	4804	Wyoming
greenriverstar.com	4804	Wyoming
sevendaysvt.com	21517	Vermont
mooreamerican.com	26557	Oklahoma
davisnewspaper.net	26557	Oklahoma
tulsabeacon.com	26557	Oklahoma
hintonrecord.com	26557	Oklahoma
krmg.com	26557	Oklahoma
city-sentinel.com	26557	Oklahoma
vtcng.com/stowe_reporter	21517	Vermont
fairviewrepublican.com	26557	Oklahoma
hinesburgrecord.org	21517	Vermont
theadanews.com	26557	Oklahoma
tulsaworld.com	26557	Oklahoma
thunderousintentions.com	26557	Oklahoma
sanditepride.com	26557	Oklahoma
oologahonline.com	26557	Oklahoma
k101online.com	26557	Oklahoma
kfor.com	26557	Oklahoma
thechronicle.news	26557	Oklahoma
glenrockind.com	4804	Wyoming
power1029noco.com	4804	Wyoming
	4804	Wyoming
jhnewsandguide.com/jackson_hole_daily	4804	Wyoming
theyukonreview.com	26557	Oklahoma
bighornmountainradio.com	4804	Wyoming
patch.com/wyoming/cheyenne	4804	Wyoming
rocketminer.com	4804	Wyoming
k2tv.com	4804	Wyoming
codyenterprise.com	4804	Wyoming
mcclatchydc.com	1857	District of Columbia
centralmaine.com/kennebec-journal	28610	Maine
apalachtimes.com	3590	Florida
naplesnews.com/community/collier-citizen	3590	Florida
afro.com/section/news/washington-d-c-news	1857	District of Columbia
pressherald.com/lakes-region-weekly	28610	Maine
smcitizen.com	3590	Florida
suncoastnews.com/news/pinellas	3590	Florida
1019therock.com	28610	Maine
bocaratontribune.com	3590	Florida
floridatrend.com	3590	Florida
chronicleonline.com	3590	Florida
tcpalm.com/specialty/your-news/st-lucie-county	3590	Florida
wcoapensacola.com	3590	Florida
tampadispatch.com	3590	Florida
communitynewspapers.com/category/kendallgazette	3590	Florida
washingtontimes.com	1857	District of Columbia
floridanewsline.com/news/mandarin	3590	Florida
suncoastnews.com	3590	Florida
trib.com/casperjournal	4804	Wyoming
basinrepublican-rustler.com	4804	Wyoming
dailyranger.com	4804	Wyoming
kingfm.com	4804	Wyoming
uintacountyherald.com	4804	Wyoming
trib.com	4804	Wyoming
lingleguide.com	4804	Wyoming
rock967online.com	4804	Wyoming
oilcity.news	4804	Wyoming
mycountry955.com	4804	Wyoming
luskherald.com	4804	Wyoming
wyomingpublicmedia.org	4804	Wyoming
sundancetimes.com	4804	Wyoming
kktyonline.com	4804	Wyoming
kfbcradio.com	4804	Wyoming
k2radio.com	4804	Wyoming
bridgervalleypioneer.com	4804	Wyoming
wyomingnews.com	4804	Wyoming
torringtontelegram.com	4804	Wyoming
buffalobulletin.com	4804	Wyoming
wyosports.net	4804	Wyoming
891khol.org	4804	Wyoming
jacksonholeradio.com	4804	Wyoming
cowboystatedaily.com	4804	Wyoming
pinebluffspost.com	4804	Wyoming
shortgo.co	4804	Wyoming
thermopir.com	4804	Wyoming
kktsonline.com	4804	Wyoming
kidefm.org	16606	California
boltbeat.com	16606	California
losbanosenterprise.com	16606	California
the562.org	16606	California
iecn.com	16606	California
coronadonewsca.com	16606	California
lwsb.com/newspaper	16606	California
fullertonobserver.com	16606	California
kvgcradio.com	16606	California
heraldpublications.com/herald/hawthorne-press-tribune	16606	California
lataco.com	16606	California
thecoastnews.com	16606	California
laweekly.com	16606	California
madriverunion.com	16606	California
noozhawk.com	16606	California
loscerritosnews.net	16606	California
patch.com/california/westhollywood	16606	California
theava.com	16606	California
patch.com/california/arcadia	16606	California
patch.com/california/hermosabeach	16606	California
patch.com/california/losalamitos	16606	California
guernseygazette.com	4804	Wyoming
newslj.com	4804	Wyoming
mybighornbasin.com	4804	Wyoming
sweetwaternow.com	4804	Wyoming
wrrnetwork.com	4804	Wyoming
pcrecordtimes.com	4804	Wyoming
douglas-budget.com	4804	Wyoming
pinedaleroundup.com	4804	Wyoming
delawarestatenews.net	1759	Delaware
capegazette.com	1759	Delaware
delawarebusinesstimes.com	1759	Delaware
scsuntimes.com	1759	Delaware
rehobothfoodie.com	1759	Delaware
delawarepublic.org	1759	Delaware
graysharbortalk.com	2	Washington
610kona.com	2	Washington
auburn-reporter.com	2	Washington
livingsnoqualmie.com	2	Washington
kitsapdailynews.com	2	Washington
lacamasmagazine.com	2	Washington
kpug1170.com	2	Washington
voiceofthevalley.com	2	Washington
zcountry947.com	2	Washington
ilovekent.net	2	Washington
krem.com	2	Washington
pullmanradio.com	2	Washington
patch.com/california/ranchobernardo-4sranch	16606	California
kcbx.org	16606	California
chico.newsreview.com	16606	California
thecorcoranjournal.net	16606	California
padailypost.com	16606	California
ninerswire.usatoday.com	16606	California
signalscv.com	16606	California
pasadenastarnews.com	16606	California
simivalleyacorn.com	16606	California
centurycity-westwoodnews.com	16606	California
iecn.com/newspapers/inland-empire-weekly	16606	California
patch.com/california/monrovia	16606	California
villagelife.com/cameron-park-life	16606	California
pioneerpublishers.com	16606	California
humboldtsports.com	16606	California
holtvilletribune.com	16606	California
seattlepi.com	2	Washington
patch.com/washington/shoreline	2	Washington
everettpost.comkrko	2	Washington
columbiabasinherald.com	2	Washington
mynorthwest.com	2	Washington
islandssounder.com	2	Washington
tricitiesbusinessnews.com/senior-times	2	Washington
whitesalmonenterprise.com	2	Washington
fox41yakima.com	2	Washington
kpq.com	2	Washington
leavenworthecho.com	2	Washington
radiotacoma.org	2	Washington
seattletimes.com	2	Washington
auburnexaminer.com	2	Washington
khq.com	2	Washington
kvi.com	2	Washington
wenatcheeworld.com/empirepress	2	Washington
patch.com/washington/sammamish	2	Washington
thehuskyhaul.com	2	Washington
heraldnet.com	2	Washington
laconnerweeklynews.com	2	Washington
wenatcheeworld.com	2	Washington
simcoe.com/bluemountains-on	2	Washington
q13fox.com	2	Washington
patch.com/washington/lakewood-jblm	2	Washington
hometowndebate.com	2	Washington
fox28spokane.com	2	Washington
whidbeynewstimes.com	2	Washington
southwhidbeyrecord.com	2	Washington
elkgrovelagunanews.com	16606	California
localnewsmatters.org	16606	California
aroyalpain.com	16606	California
inmenlo.com	16606	California
nohoartsdistrict.com	16606	California
atascaderonews.com	16606	California
patch.com/california/burlingame-hillsborough	16606	California
socalpulse.com	16606	California
laindependent.com	16606	California
lakeshowlife.com	16606	California
vcstar.com	16606	California
patch.com/california/losgatos	16606	California
newsreview.com/chico/home	16606	California
morganhilltimes.com	16606	California
espn1320.radio.com	16606	California
patch.com/california/sanleandro	16606	California
santamariasun.com	16606	California
culvercitynews.org	16606	California
cactushugs.com	16606	California
patch.com/california/temecula	16606	California
mantecabulletin.com	16606	California
kshasta.com	16606	California
ninersnation.com	16606	California
lasentinel.net	16606	California
mi-reporter.com	2	Washington
ifiberone.com	2	Washington
westsideseattle.com	2	Washington
lynnwoodtoday.com	2	Washington
seattleweekly.com	2	Washington
goskagit.com	2	Washington
wcgazette.com	2	Washington
989kbay.com	2	Washington
sanjuanjournal.com	2	Washington
nkctribune.com	2	Washington
patch.com/washington/redmond	2	Washington
seattletransitblog.com	2	Washington
pendoreillerivervalley.com	2	Washington
thereporter.com	2	Washington
spokanevalleyonline.com	2	Washington
425business.com	2	Washington
newstalkkit.com	2	Washington
seatacblog.com	2	Washington
slipperstillfits.com	2	Washington
ifiberonenewsradio.com	2	Washington
nwnews.com	2	Washington
southcountypublications.net	21659	Illinois
effinghamradio.com	21659	Illinois
eastpeoriatimescourier.com	21659	Illinois
dupageneighbors.com	21659	Illinois
etsportsreport.com	21659	Illinois
tonicanews.com	21659	Illinois
patch.com/illinois/springfield-il	21659	Illinois
patch.com/illinois/newlenox	21659	Illinois
mokenamessenger.com	21659	Illinois
us927.com	21659	Illinois
swillinoisnews.com	21659	Illinois
wityradio.com	21659	Illinois
morrisherald-news.com	21659	Illinois
wifr.com	21659	Illinois
patch.com/illinois/algonquin	21659	Illinois
kjcountry.com	21659	Illinois
geneseorepublic.com	21659	Illinois
patch.com/illinois/bucktown-wickerpark	21659	Illinois
patch.com/illinois/oak-brook	21659	Illinois
southpasadenareview.com	16606	California
eastcountytoday.net	16606	California
goldcountrymedia.com/live-content/auburn-journal	16606	California
gojoebruin.com	16606	California
thecamarilloacorn.com	16606	California
cupertinotoday.com	16606	California
patch.com/california/fresno	16606	California
championnewspapers.com	16606	California
indomitablecitysoccer.com	16606	California
theunion.com	16606	California
northbaybusinessjournal.com	16606	California
mercedcountytimes.com	16606	California
sanjoseinside.com	16606	California
patch.com/california/oceanside-camppendleton	16606	California
ocregister.com/location/california/orange-county/aliso-viejo	16606	California
edsource.org	16606	California
coachellavalleyweekly.com	16606	California
delmartimes.net/solana-beach-sun	16606	California
goldcountrymedia.com/live-content/the-folsom-telegraph	16606	California
patch.com/california/san-francisco	16606	California
mountain-news.com	16606	California
berkeleyside.com	16606	California
beniciaheraldonline.com	16606	California
mccoveychronicles.com	16606	California
capitolweekly.net	16606	California
sandiegocountynews.com	16606	California
ttownmedia.com/tracy_press	16606	California
malibusurfsidenews.com	16606	California
patch.com/california/alameda	16606	California
patch.com/california/los-angeles	16606	California
desertnews.com	16606	California
patch.com/california/missionviejo	16606	California
patch.com/california/manhattanbeach	16606	California
patch.com/california/claremont-laverne	16606	California
oaklandside.org	16606	California
kfiam640.iheart.com	16606	California
ksro.com	16606	California
goldengatesports.com	16606	California
kcba.com	16606	California
kingcityrustler.com	16606	California
tbrnews.com/news/manhattan_beach	16606	California
935kday.com	16606	California
chronline.com	2	Washington
kirklandreporter.com	2	Washington
odessarecord.com	2	Washington
thesubtimes.com	2	Washington
cougcenter.com	2	Washington
ncwlife.com	2	Washington
lakechelanmirror.com	2	Washington
gazette-tribune.com	2	Washington
929thebull.com	2	Washington
madisonparktimes.com	2	Washington
myedmondsnews.com	2	Washington
kitsapdailynews.com/print-editions-kingston	2	Washington
masonwebtv.com	2	Washington
spokanejournal.com	2	Washington
waheagle.com	2	Washington
seattleglobalist.com	2	Washington
shorelineareanews.com	2	Washington
kapsradio.com	2	Washington
ferrycountyview.com	2	Washington
dptribune.com	2	Washington
missoulian.com	36387	Montana
971kissfm.com	36387	Montana
whitehallledger.com	36387	Montana
k96fm.com	36387	Montana
kmhk.com	36387	Montana
kcap.com	36387	Montana
vashonbeachcomber.com	2	Washington
sunnysidesun.com	2	Washington
koho101.com	2	Washington
ritzvillejournal.com	2	Washington
kxly.com	2	Washington
seattle.curbed.com	2	Washington
cheneyfreepress.com	2	Washington
peninsuladailynews.com	2	Washington
theevergrey.com	2	Washington
masoncounty.com	2	Washington
thestranger.com	2	Washington
patch.com/washington/enumclaw	2	Washington
eastwashingtonian.com	2	Washington
bizjournals.com/seattle	2	Washington
tukwilablog.com	2	Washington
patch.com/washington/universityplace	2	Washington
patch.com/washington/seattle	2	Washington
ferndalerecord.com	2	Washington
chinookobserver.com	2	Washington
sodomojo.com	2	Washington
sportspressnw.com	2	Washington
skagitradio.com	2	Washington
myclallamcounty.com	2	Washington
sounderatheart.com	2	Washington
covingtonreporter.com	2	Washington
union-bulletin.com	2	Washington
patch.com/washington/mercerisland	2	Washington
goldendalesentinel.com	2	Washington
capitolhilltimes.com	2	Washington
thenorthernlight.com	2	Washington
live95.com	2	Washington
thereflector.com	2	Washington
snoho.com	2	Washington
thedailyworld.com	2	Washington
kbkw.com	2	Washington
lyndentribune.com	2	Washington
thurstontalk.com	2	Washington
kuow.org	2	Washington
newjerseyhills.com/the_progress	2	Washington
statesmanexaminer.com	2	Washington
northwestprimetime.com	2	Washington
patch.com/washington/edmonds	2	Washington
thenewsatvalleypublishing.com	2	Washington
qcherald.com	2	Washington
patch.com/washington/renton	2	Washington
seattlerefined.com	2	Washington
bainbridgereview.com	2	Washington
capitolhillseattle.com	2	Washington
courierherald.com	2	Washington
cashmerevalleyrecord.com	2	Washington
yaktrinews.com	2	Washington
mltnews.com	2	Washington
newsofmillcreek.com	2	Washington
uwdawgpound.com	2	Washington
redmond-reporter.com	2	Washington
southsoundmag.com	2	Washington
everettpost.comkxa	2	Washington
thevidette.com	2	Washington
inlander.com	2	Washington
kentreporter.com	2	Washington
connecticut.news12.com	28468	Connecticut
myrecordjournal.com/News/Cheshire-Citizen	28468	Connecticut
myrecordjournal.com/News/North-Haven-Citizen	28468	Connecticut
theday.com/section/nwsbytown&profile=1031	28468	Connecticut
	2	Washington
issaquahreporter.com	2	Washington
sequimgazette.com	2	Washington
klog.com	2	Washington
bellinghamherald.com	2	Washington
nwpb.org	2	Washington
seattle.cbslocal.com	2	Washington
southsoundbiz.com	2	Washington
komonews.com	2	Washington
waterlandblog.com	2	Washington
yelmonline.com	2	Washington
kimatv.com	2	Washington
southseattleemerald.com	2	Washington
newstalk870.am	2	Washington
keprtv.com	2	Washington
nbcrightnow.com	2	Washington
seahawkswire.usatoday.com	2	Washington
lookoutlanding.com	2	Washington
kiro7.com	2	Washington
monroemonitor.com	2	Washington
qvpr.com	2	Washington
dispatchnews.com	2	Washington
goskagit.com/scnews	2	Washington
ravenanews.com	13115	New York
hvmag.com	13115	New York
westfaironline.com	13115	New York
springcreeksunonline.com	13115	New York
qgazette.com	13115	New York
minorityreporter.net	13115	New York
queensexaminer.com	13115	New York
billswire.usatoday.com	13115	New York
maritimeathletics.com	13115	New York
wskg.org	13115	New York
wibx950.com	13115	New York
patch.com/new-york/farmingdale	13115	New York
salamancapress.com	13115	New York
patch.com/new-york/astoria-long-island-city	13115	New York
wbtai.com	13115	New York
chargerathletics.com	13115	New York
stepoutbuffalo.com	13115	New York
thevalleyside.com	13115	New York
evgrieve.com	13115	New York
eveningtribune.com	13115	New York
eastaurorabee.com	13115	New York
portjefferson.greaterlongisland.com	13115	New York
wktv.com	13115	New York
patch.com/new-york/bedford	13115	New York
warwickadvertiser.com	13115	New York
coopercrier.com	13115	New York
ryerecord.com	13115	New York
patch.com/new-york/jamaica	13115	New York
tbrnewsmedia.com/times-of-smithtown	13115	New York
town-village.com	13115	New York
patch.com/new-york/kew-gardens-briarwood	13115	New York
patch.com/new-york/fivetowns	13115	New York
pressrepublican.com	13115	New York
news.wbfo.org	13115	New York
theforumnewsgroup.com	13115	New York
timesunion.com	13115	New York
sacandagaexpress.com	13115	New York
dailyvoice.com	13115	New York
metrowny.com	13115	New York
suffolkcountynews.net	13115	New York
westsidespirit.com	13115	New York
wabcradio.com	13115	New York
chautauquatoday.com	13115	New York
patch.com/new-york/southampton	13115	New York
patch.com/hawaii/honolulu	3485	Hawaii
owegopennysaver.com	13115	New York
putnamcountycourier.com	13115	New York
t2conline.com	13115	New York
wutv29.com	13115	New York
midislandtimes.com	13115	New York
shelterislandreporter.timesreview.com	13115	New York
huntingtonnow.com	13115	New York
lakeplacidnews.com	13115	New York
13wham.com	13115	New York
jamestowngazette.com	13115	New York
licjournal.com	13115	New York
wgrz.com	13115	New York
patch.com/new-york/islip	13115	New York
patch.com/new-york/lindenhurst	13115	New York
patch.com/new-york/wantagh	13115	New York
brooklyneagle.com	13115	New York
ganggreennation.com	13115	New York
patch.com/new-york/windsorterrace	13115	New York
lighthousehockey.com	13115	New York
patch.com/new-york/heights-dumbo	13115	New York
steubencourier.com	13115	New York
hawaiipublicradio.org	3485	Hawaii
allotsego.com	13115	New York
massapequapost.com	13115	New York
talkofthesound.com	13115	New York
leaderobserver.com	13115	New York
norwoodnews.org	13115	New York
perugazette.com	13115	New York
longislandernews.com	13115	New York
thepressmag.com	13115	New York
harrisonreview.com	13115	New York
espnrochester.radio.com	13115	New York
riverheadlocal.com	13115	New York
hancockherald.com	13115	New York
wrcr.com	13115	New York
fox4news.com	13115	New York
bxtimes.com	13115	New York
bkreader.com	13115	New York
bushwickdaily.com	13115	New York
ny.curbed.com	13115	New York
brooklynpaper.com	13115	New York
patch.com/new-york/riverhead	13115	New York
smithtowntodaynews.com	13115	New York
nothinbutnets.com	13115	New York
wzozfm.com	13115	New York
gmenhq.com	13115	New York
glencoverecordpilot.com	13115	New York
patch.com/new-york/westhampton-hamptonbays	13115	New York
foreverblueshirts.com	13115	New York
star943.com	3485	Hawaii
patch.com/new-york/new-york-city	13115	New York
harrisonherald.com	13115	New York
thedailystar.com	13115	New York
riverjournalonline.com	13115	New York
patch.com/new-york/rye	13115	New York
longisland.com	13115	New York
innovateli.com	13115	New York
sleterfc.com	13115	New York
patch.com/new-york/lower-east-side-chinatown	13115	New York
tbrnewsmedia.com/port-times-record	13115	New York
patch.com/new-york/southeast	13115	New York
giantswire.usatoday.com	13115	New York
khon2.com	3485	Hawaii
wellsvilledaily.com	13115	New York
hudsonvalley360.com	13115	New York
timeshudsonvalley.com	13115	New York
cnycentral.com	13115	New York
tbrnewsmedia.com/times-of-huntington-northport	13115	New York
sagharborexpress.com	13115	New York
qns.com	13115	New York
patch.com/new-york/mineola	13115	New York
thejetpress.com	13115	New York
gcnews.com	13115	New York
newyork.cbslocal.com	13115	New York
bigblueview.com	13115	New York
patch.com/new-york/pearlriver	13115	New York
scarsdalenews.com	13115	New York
spectrumlocalnews.com/nys/hudson-valley	13115	New York
rochesterbeacon.com	13115	New York
rocklandreport.com	13115	New York
radio.com/1010wins	13115	New York
liherald.com	13115	New York
babylon.greaterlongisland.com	13115	New York
crainsnewyork.com	13115	New York
wcdoonline.comindex.html	13115	New York
wwnytv.com	13115	New York
eastchesterreview.com	13115	New York
dailygazette.com	13115	New York
patch.com/new-york/carrollgardens	13115	New York
patch.com/new-york/smithtown	13115	New York
suncommunitynews.com	13115	New York
foxsyracuse.com	13115	New York
patch.com/new-york/upper-west-side-nyc	13115	New York
news10.com	13115	New York
hudsonvalley360.com/windham_journal	13115	New York
981thehawk.com	13115	New York
thewestburytimes.com	13115	New York
bronxpinstripes.com	13115	New York
patch.com/new-york/merrick	13115	New York
thegardenisland.com	3485	Hawaii
wnynewsnow.com	13115	New York
uticaod.com	13115	New York
patchogue.greaterlongisland.com	13115	New York
eastnewyork.com	13115	New York
mauinews.com	3485	Hawaii
upstatenypolitics.com	13115	New York
roslyn-news.com	13115	New York
cbs6albany.com	13115	New York
flackbroadcasting.com	13115	New York
theislandnow.com	13115	New York
evesun.com	13115	New York
hawaiinewsnow.com	3485	Hawaii
whcuradio.com	13115	New York
patch.com/new-york/chelsea-ny	13115	New York
gvpennysaver.com	13115	New York
yonkersvoice.com	13115	New York
gothamist.com	13115	New York
urbancny.com	13115	New York
grandarts.orgwcaa-lp	13115	New York
classichitswnyq.com	13115	New York
hpr2.org	3485	Hawaii
tbrnewsmedia.com/village-beacon-record	13115	New York
gardencity-life.com	13115	New York
rumbleinthegarden.com	13115	New York
pacificedgemagazine.com	3485	Hawaii
northforker.com	13115	New York
patch.com/new-york/flushing-murray-hill	13115	New York
riverheadnewsreview.timesreview.com	13115	New York
patch.com/new-york/hauppauge	13115	New York
columbiapaper.com	13115	New York
patch.com/new-york/millerplace-rockypoint	13115	New York
fox5ny.com	13115	New York
silive.com	13115	New York
kentonbee.com	13115	New York
lahainanews.com	3485	Hawaii
espn1520.radio.com	13115	New York
cnynews.com	13115	New York
patch.com/washington/woodinville	2	Washington
tacomaweekly.com	2	Washington
tribaltribune.com	2	Washington
kunwtv.com	2	Washington
seattlemedium.com	2	Washington
realchangenews.org	2	Washington
patch.com/new-york/williamsburg	13115	New York
the-reporter.net	13115	New York
wbal.com	13115	New York
patch.com/new-york/patchogue	13115	New York
chronicle-express.com	13115	New York
tbrnewsmedia.com	13115	New York
mpnnow.com	13115	New York
oswegocountytoday.com	13115	New York
hawaiipublicradio.org/#stream/0	3485	Hawaii
canarsiecourier.com	13115	New York
yonkerstimes.com	13115	New York
arcadeherald.com	13115	New York
brooklynreporter.com	13115	New York
bigislandnow.com	3485	Hawaii
glensfallschronicle.com	13115	New York
qchron.com	13115	New York
queenseagle.com	13115	New York
bizjournals.com/albany	13115	New York
niagara-gazette.com	13115	New York
poughkeepsiejournal.com	13115	New York
wrvo.org	13115	New York
spectrumlocalnews.com/nys/jamestown	13115	New York
